text,label_id
"Tự nhiên con chó sủa ầm ĩ vào góc tường, anh ấy đứng hình mất 5 giây, mất ngủ cả đêm", 3
"Mọi người luôn rùng mình khi thấy bóng tối", 3
"Tự nhiên con chó sủa ầm ĩ vào góc tường, người ta sợ hãi tột độ, chạy thục mạng", 3
"Đi trong rừng sâu ngập sương mù, cả đám nổi da gà toàn thân, muốn ngất xỉu ngay lúc đó", 3
"Tôi rất sợ ma quỷ", 3
"Chúng ta bị ám ảnh bởi tiếng chó hú", 3
"em không dám thở mạnh lúc ở nhà một mình, chạy thục mạng", 3
"Khi đi qua con hẻm tối, người ta thấy rợn tóc gáy, không dám quay lại nhìn", 3
"cô ấy sợ khóc thét đi trong rừng sâu ngập sương mù, mất ngủ cả đêm", 3
"Bọn mình rất sợ côn trùng", 3
"Sau khi xem xong bộ phim kinh dị đó, tôi mất trí vì sợ", 3
"Bước vào căn nhà hoang, ai cũng mất trí vì sợ, kinh khủng quá", 3
"Chúng ta không chịu nổi tiếng sấm", 3
"Cô ấy rất sợ ma quỷ", 3
"Đi trong rừng sâu ngập sương mù, người ta sợ xanh mặt, mất ngủ cả đêm", 3
"em không dám thở mạnh khi đọc xong mẩu truyện ma, không muốn nhắc lại nữa", 3
"cô ấy hoảng loạn thực sự vừa tỉnh dậy giữa đêm không thấy ai, thật sự rất đáng sợ", 3
"Anh ấy không chịu nổi tiếng sấm", 3
"Đứng trên tòa nhà cao tầng nhìn xuống, bạn tôi không dám thở mạnh", 3
"Đi trong rừng sâu ngập sương mù, đứa bé thấy rợn tóc gáy, không dám quay lại nhìn", 3
"Lúc cửa sổ tự nhiên mở toang, bạn tôi thấy lạnh toát sống lưng", 3
"Tôi luôn rùng mình khi thấy không gian hẹp", 3
"Khi bị ai đó bám theo, em sợ xanh mặt", 3
"anh ấy sợ đến mức ám ảnh mỗi khi cúp điện, tim như muốn nhảy ra ngoài", 3
"Chúng ta kinh hãi trước độ cao", 3
"Đi trong rừng sâu ngập sương mù, cả đám thấy lạnh toát sống lưng", 3
"Chúng ta bị ám ảnh bởi côn trùng", 3
"Chúng ta không chịu nổi những căn phòng trống 🫣", 3
"Tôi không chịu nổi không gian hẹp 🫣", 3
"Nghe tiếng khóc trẻ con giữa đêm, bạn tôi đứng hình mất 5 giây, chạy thục mạng", 3
"Nhìn thấy cái bóng lướt qua, cô ấy thấy lạnh toát sống lưng, thật ám ảnh", 3
"Khi đi qua con hẻm tối, người ta mất trí vì sợ, mất ngủ cả đêm 💀", 3
"Mỗi khi cúp điện, ai cũng nín thở vì kinh hãi, mất ngủ cả đêm", 3
"Chúng ta cực kỳ hoảng sợ vì côn trùng", 3
"Chúng ta luôn rùng mình khi thấy sự cô đơn 🫣", 3
"Tôi kinh hãi trước bóng tối", 3
"bạn tôi sợ hãi tột độ đang đi bộ thì nghe tiếng bước chân theo sát, mất ngủ cả đêm", 3
"Cô ấy cực kỳ hoảng sợ vì tiếng chó hú", 3
"em thấy lạnh toát sống lưng đứng trên tòa nhà cao tầng nhìn xuống, kinh khủng quá 😭", 3
"Tôi kinh hãi trước không gian hẹp", 3
"Đi trong rừng sâu ngập sương mù, bạn tôi chỉ muốn khóc thét lên", 3
"Vừa nghe tiếng động lạ trên lầu, cô ấy hoảng loạn thực sự, tim như muốn nhảy ra ngoài", 3
"bạn tôi đứng hình mất 5 giây nhìn thấy cái bóng lướt qua, muốn ngất xỉu ngay lúc đó 💀", 3
"Mọi người không chịu nổi bóng tối", 3
"Khi đọc xong mẩu truyện ma, em không dám thở mạnh, muốn ngất xỉu ngay lúc đó", 3
"Cô ấy không chịu nổi sự cô đơn 👻", 3
"Khi bị ai đó bám theo, chúng tôi thấy lạnh toát sống lưng", 3
"Khi bị ai đó bám theo, em nín thở vì kinh hãi, không muốn nhắc lại nữa", 3
"Cô ấy bị ám ảnh bởi không gian hẹp", 3
"Chúng ta không chịu nổi côn trùng", 3
"tôi nổi da gà toàn thân đang đi bộ thì nghe tiếng bước chân theo sát, kinh khủng quá 😨", 3
"Lúc ở nhà một mình, cô ấy sợ đến mức ám ảnh, nhớ lại vẫn còn run", 3
"Nghe tiếng khóc trẻ con giữa đêm, chúng tôi không dám thở mạnh, thật sự rất đáng sợ 😨", 3
"Nghe tiếng khóc trẻ con giữa đêm, ai cũng run rẩy không đứng vững, kinh khủng quá 😭", 3
"Vừa nghe tiếng động lạ trên lầu, chúng tôi nín thở vì kinh hãi, thật sự rất đáng sợ", 3
"Tôi bị ám ảnh bởi bóng tối", 3
"Tự nhiên con chó sủa ầm ĩ vào góc tường, cả đám sợ xanh mặt, không dám quay lại nhìn", 3
"Chúng ta luôn rùng mình khi thấy tiếng chó hú", 3
"Mỗi khi cúp điện, đứa bé đứng hình mất 5 giây 🫣", 3
"Khi đọc xong mẩu truyện ma, cô ấy không dám thở mạnh", 3
"Anh ấy cực kỳ hoảng sợ vì côn trùng", 3
"Lúc cửa sổ tự nhiên mở toang, bạn tôi không dám thở mạnh", 3
"Tôi luôn rùng mình khi thấy sự cô đơn", 3
"Chúng ta cực kỳ hoảng sợ vì sự cô đơn 😰", 3
"Vừa nghe tiếng động lạ trên lầu, bạn tôi không dám thở mạnh, quá ghê rợn", 3
"Bọn mình rất sợ những tiếng động lạ", 3
"Nhìn thấy cái bóng lướt qua, cả đám sợ đến mức ám ảnh, nhớ lại vẫn còn run 😭", 3
"Bọn mình bị ám ảnh bởi sự cô đơn 😨", 3
"Lúc ở nhà một mình, đứa bé hoảng loạn thực sự 😖", 3
"Chúng ta rất sợ độ cao", 3
"Đi trong rừng sâu ngập sương mù, cô ấy run rẩy không đứng vững 🫣", 3
"Vừa tỉnh dậy giữa đêm không thấy ai, ai cũng bủn rủn hết cả tay chân", 3
"Mỗi khi cúp điện, người ta hoảng loạn thực sự", 3
"Bước vào căn nhà hoang, đứa bé nín thở vì kinh hãi 😖", 3
"Nghe tiếng khóc trẻ con giữa đêm, cả đám mất trí vì sợ, không dám quay lại nhìn", 3
"Mỗi khi cúp điện, đứa bé sợ hãi tột độ", 3
"tôi run rẩy không đứng vững lúc đi dạo qua khu nghĩa trang, thật sự rất đáng sợ 💀", 3
"Khi đọc xong mẩu truyện ma, em thấy lạnh toát sống lưng, chỉ mong trời mau sáng 😰", 3
"Khi đi qua con hẻm tối, em nổi da gà toàn thân", 3
"đứa bé sợ xanh mặt đứng trên tòa nhà cao tầng nhìn xuống, mất ngủ cả đêm", 3
"Lúc ở nhà một mình, cô ấy thấy lạnh toát sống lưng", 3
"cô ấy không dám thở mạnh tự nhiên con chó sủa ầm ĩ vào góc tường, không dám quay lại nhìn", 3
"bạn tôi nín thở vì kinh hãi khi đọc xong mẩu truyện ma, không bao giờ dám thử lại 💀", 3
"cả đám sợ xanh mặt sau khi xem xong bộ phim kinh dị đó, kinh khủng quá 🫣", 3
"Anh ấy kinh hãi trước ma quỷ", 3
"Mọi người rất sợ độ cao", 3
"Khi bị ai đó bám theo, bạn tôi thấy rợn tóc gáy", 3
"Mọi người cực kỳ hoảng sợ vì ma quỷ", 3
"em nổi da gà toàn thân tự nhiên con chó sủa ầm ĩ vào góc tường, kinh khủng quá 👻", 3
"Bọn mình không chịu nổi côn trùng", 3
"Vừa nghe tiếng động lạ trên lầu, chúng tôi mất trí vì sợ, thật ám ảnh", 3
"đứa bé tim đập thình thịch vừa nghe tiếng động lạ trên lầu, thật ám ảnh", 3
"Lúc cửa sổ tự nhiên mở toang, đứa bé sợ xanh mặt, thật sự rất đáng sợ", 3
"Khi đi qua con hẻm tối, chúng tôi sợ khóc thét, thật ám ảnh 😱", 3
"Lúc ở nhà một mình, chúng tôi không dám thở mạnh", 3
"Cô ấy kinh hãi trước không gian hẹp", 3
"người ta nổi da gà toàn thân vừa nghe tiếng động lạ trên lầu, không muốn nhắc lại nữa", 3
"Mọi người luôn rùng mình khi thấy những căn phòng trống 😭", 3
"Lúc màn hình tivi tự nhiên xẹt nhiễu, cô ấy tim đập thình thịch, nhớ lại vẫn còn run", 3
"anh ấy thấy rợn tóc gáy vừa nghe tiếng động lạ trên lầu, muốn ngất xỉu ngay lúc đó", 3
"Lúc đi dạo qua khu nghĩa trang, tôi thấy lạnh toát sống lưng 👻", 3
"anh ấy sợ xanh mặt lúc đi dạo qua khu nghĩa trang, tim như muốn nhảy ra ngoài", 3
"Bọn mình không chịu nổi tiếng sấm 😖", 3
"bạn tôi mất trí vì sợ lúc ở nhà một mình, nhớ lại vẫn còn run", 3
"Lúc đi dạo qua khu nghĩa trang, cả đám thấy lạnh toát sống lưng", 3
"Lúc cửa sổ tự nhiên mở toang, em thấy lạnh toát sống lưng, không muốn nhắc lại nữa", 3
"Lúc đi dạo qua khu nghĩa trang, người ta chỉ muốn khóc thét lên", 3
"tôi tim đập thình thịch vừa nghe tiếng động lạ trên lầu, tim như muốn nhảy ra ngoài", 3
"Lúc ở nhà một mình, đứa bé hoảng loạn thực sự, chỉ mong trời mau sáng", 3
"Mọi người rất sợ những căn phòng trống", 3
"Vừa nghe tiếng động lạ trên lầu, cả đám chỉ muốn khóc thét lên", 3
"Khi bị ai đó bám theo, bạn tôi nín thở vì kinh hãi 🫣", 3
"Cô ấy rất sợ không gian hẹp", 3
"Bọn mình kinh hãi trước những tiếng động lạ 😨", 3
"Lúc cửa sổ tự nhiên mở toang, cả đám nín thở vì kinh hãi", 3
"Khi đi qua con hẻm tối, cô ấy bủn rủn hết cả tay chân", 3
"Cô ấy luôn rùng mình khi thấy những tiếng động lạ 👻", 3
"người ta thấy rợn tóc gáy đi trong rừng sâu ngập sương mù, không muốn nhắc lại nữa", 3
"Cô ấy cực kỳ hoảng sợ vì ma quỷ", 3
"Lúc cửa sổ tự nhiên mở toang, bạn tôi nín thở vì kinh hãi, không muốn nhắc lại nữa 😰", 3
"Anh ấy cực kỳ hoảng sợ vì sự cô đơn", 3
"anh ấy hoảng loạn thực sự đứng trên tòa nhà cao tầng nhìn xuống, chạy thục mạng", 3
"ai cũng tim đập thình thịch bước vào căn nhà hoang, muốn ngất xỉu ngay lúc đó 💀", 3
"Bọn mình luôn rùng mình khi thấy bóng tối", 3
"Nhìn thấy cái bóng lướt qua, người ta thấy rợn tóc gáy, thật ám ảnh", 3
"Khi đọc xong mẩu truyện ma, bạn tôi sợ khóc thét, không bao giờ dám thử lại", 3
"Mọi người rất sợ tiếng chó hú", 3
"Sau khi xem xong bộ phim kinh dị đó, ai cũng sợ hãi tột độ", 3
"Bọn mình không chịu nổi tiếng chó hú 💀", 3
"đứa bé đứng hình mất 5 giây đang đi bộ thì nghe tiếng bước chân theo sát, không dám quay lại nhìn 😰", 3
"Cô ấy không chịu nổi tiếng chó hú", 3
"Lúc ở nhà một mình, chúng tôi nín thở vì kinh hãi, không muốn nhắc lại nữa 😭", 3
"Khi đọc xong mẩu truyện ma, anh ấy sợ khóc thét, thật sự rất đáng sợ 😨", 3
"Vừa tỉnh dậy giữa đêm không thấy ai, người ta chỉ muốn khóc thét lên, muốn ngất xỉu ngay lúc đó", 3
"Lúc ở nhà một mình, cả đám sợ xanh mặt", 3
"người ta sợ khóc thét khi đọc xong mẩu truyện ma, chỉ mong trời mau sáng", 3
"Tôi rất sợ tiếng chó hú", 3
"Khi đi qua con hẻm tối, cả đám sợ xanh mặt, không bao giờ dám thử lại", 3
"Mọi người không chịu nổi ma quỷ", 3
"anh ấy run rẩy không đứng vững khi đi qua con hẻm tối, chỉ mong trời mau sáng", 3
"bạn tôi nổi da gà toàn thân lúc ở nhà một mình, không bao giờ dám thử lại 😖", 3
"Lúc ở nhà một mình, bạn tôi không dám thở mạnh 😭", 3
"Lúc cửa sổ tự nhiên mở toang, người ta nổi da gà toàn thân, thật ám ảnh 👻", 3
"em mất trí vì sợ sau khi xem xong bộ phim kinh dị đó, tim như muốn nhảy ra ngoài 👻", 3
"em không dám thở mạnh tự nhiên con chó sủa ầm ĩ vào góc tường, nhớ lại vẫn còn run", 3
"Mỗi khi cúp điện, chúng tôi sợ khóc thét, muốn ngất xỉu ngay lúc đó", 3
"Mọi người bị ám ảnh bởi tiếng chó hú", 3
"Tự nhiên con chó sủa ầm ĩ vào góc tường, bạn tôi tim đập thình thịch", 3
"Mỗi khi cúp điện, ai cũng sợ đến mức ám ảnh", 3
"Nhìn thấy cái bóng lướt qua, đứa bé sợ xanh mặt, mất ngủ cả đêm", 3
"Mọi người cực kỳ hoảng sợ vì bóng tối", 3
"ai cũng sợ đến mức ám ảnh khi đi qua con hẻm tối, mất ngủ cả đêm", 3
"em đứng hình mất 5 giây lúc màn hình tivi tự nhiên xẹt nhiễu, không muốn nhắc lại nữa", 3
"đứa bé chỉ muốn khóc thét lên đứng trên tòa nhà cao tầng nhìn xuống, mất ngủ cả đêm", 3
"Khi đi qua con hẻm tối, em bủn rủn hết cả tay chân 😖", 3
"Vừa nghe tiếng động lạ trên lầu, cả đám bủn rủn hết cả tay chân, thật sự rất đáng sợ 👻", 3
"Khi đi qua con hẻm tối, bạn tôi sợ đến mức ám ảnh, kinh khủng quá 👻", 3
"Lúc ở nhà một mình, tôi nín thở vì kinh hãi, thật ám ảnh 😰", 3
"Bước vào căn nhà hoang, đứa bé nổi da gà toàn thân", 3
"Đang đi bộ thì nghe tiếng bước chân theo sát, em bủn rủn hết cả tay chân, kinh khủng quá", 3
"anh ấy nín thở vì kinh hãi tự nhiên con chó sủa ầm ĩ vào góc tường, mất ngủ cả đêm 😱", 3
"Khi bị ai đó bám theo, người ta nổi da gà toàn thân, muốn ngất xỉu ngay lúc đó", 3
"người ta run rẩy không đứng vững bước vào căn nhà hoang, tim như muốn nhảy ra ngoài", 3
"Vừa tỉnh dậy giữa đêm không thấy ai, người ta sợ xanh mặt, thật sự rất đáng sợ", 3
"Nghe tiếng khóc trẻ con giữa đêm, cô ấy thấy lạnh toát sống lưng, tim như muốn nhảy ra ngoài", 3
"cả đám chỉ muốn khóc thét lên khi đi qua con hẻm tối, thật sự rất đáng sợ", 3
"Khi đọc xong mẩu truyện ma, đứa bé mất trí vì sợ", 3
"Tự nhiên con chó sủa ầm ĩ vào góc tường, đứa bé bủn rủn hết cả tay chân", 3
"Lúc ở nhà một mình, bạn tôi nín thở vì kinh hãi, muốn ngất xỉu ngay lúc đó", 3
"Chúng ta không chịu nổi sự cô đơn", 3
"Lúc màn hình tivi tự nhiên xẹt nhiễu, ai cũng sợ hãi tột độ", 3
"Cô ấy rất sợ tiếng sấm 😭", 3
"ai cũng nổi da gà toàn thân nhìn thấy cái bóng lướt qua, nhớ lại vẫn còn run", 3
"Lúc ở nhà một mình, ai cũng sợ khóc thét, không bao giờ dám thử lại", 3
"Đứng trên tòa nhà cao tầng nhìn xuống, đứa bé thấy rợn tóc gáy", 3
"Khi đọc xong mẩu truyện ma, ai cũng nín thở vì kinh hãi, không bao giờ dám thử lại 😰", 3
"Lúc ở nhà một mình, cả đám run rẩy không đứng vững, thật ám ảnh", 3
"Vừa nghe tiếng động lạ trên lầu, em bủn rủn hết cả tay chân 💀", 3
"Lúc cửa sổ tự nhiên mở toang, đứa bé đứng hình mất 5 giây, chạy thục mạng", 3
"tôi nín thở vì kinh hãi khi đọc xong mẩu truyện ma, muốn ngất xỉu ngay lúc đó", 3
"chúng tôi không dám thở mạnh vừa nghe tiếng động lạ trên lầu, nhớ lại vẫn còn run", 3
"Đi trong rừng sâu ngập sương mù, người ta sợ đến mức ám ảnh, muốn ngất xỉu ngay lúc đó 🫣", 3
"Đứng trên tòa nhà cao tầng nhìn xuống, chúng tôi nổi da gà toàn thân", 3
"Tôi cực kỳ hoảng sợ vì tiếng sấm", 3
"Lúc đi dạo qua khu nghĩa trang, em sợ đến mức ám ảnh, quá ghê rợn", 3
"Nhìn thấy cái bóng lướt qua, bạn tôi run rẩy không đứng vững, nhớ lại vẫn còn run 😨", 3
"Lúc đi dạo qua khu nghĩa trang, cô ấy bủn rủn hết cả tay chân 👻", 3
"Cô ấy bị ám ảnh bởi côn trùng", 3
"Vừa nghe tiếng động lạ trên lầu, anh ấy chỉ muốn khóc thét lên", 3
"Mọi người kinh hãi trước bóng tối", 3
"anh ấy sợ xanh mặt lúc cửa sổ tự nhiên mở toang, mất ngủ cả đêm", 3
"tôi không dám thở mạnh nghe tiếng khóc trẻ con giữa đêm, nhớ lại vẫn còn run 🥶", 3
"Sau khi xem xong bộ phim kinh dị đó, anh ấy sợ đến mức ám ảnh", 3
"Đứng trên tòa nhà cao tầng nhìn xuống, cả đám bủn rủn hết cả tay chân", 3
"Mỗi khi cúp điện, cả đám thấy rợn tóc gáy, mất ngủ cả đêm", 3
"Khi đi qua con hẻm tối, cô ấy mất trí vì sợ, nhớ lại vẫn còn run", 3
"Bọn mình không chịu nổi những tiếng động lạ", 3
"tôi run rẩy không đứng vững đi trong rừng sâu ngập sương mù, thật ám ảnh", 3
"Mỗi khi cúp điện, ai cũng không dám thở mạnh, quá ghê rợn", 3
"Lúc màn hình tivi tự nhiên xẹt nhiễu, ai cũng thấy lạnh toát sống lưng", 3
"Khi bị ai đó bám theo, chúng tôi đứng hình mất 5 giây", 3
"Vừa nghe tiếng động lạ trên lầu, em sợ hãi tột độ", 3
"Mọi người rất sợ những tiếng động lạ", 3
"Khi đọc xong mẩu truyện ma, cô ấy sợ hãi tột độ 🫣", 3
"Anh ấy bị ám ảnh bởi không gian hẹp", 3
"Nhìn thấy cái bóng lướt qua, chúng tôi chỉ muốn khóc thét lên, chỉ mong trời mau sáng", 3
"Tự nhiên con chó sủa ầm ĩ vào góc tường, đứa bé thấy rợn tóc gáy, quá ghê rợn", 3
"Nghe tiếng khóc trẻ con giữa đêm, cô ấy hoảng loạn thực sự", 3
"Tôi rất sợ sự cô đơn 👻", 3
"đứa bé nổi da gà toàn thân khi đọc xong mẩu truyện ma, nhớ lại vẫn còn run", 3
"anh ấy nổi da gà toàn thân khi đọc xong mẩu truyện ma, nhớ lại vẫn còn run 💀", 3
"Khi bị ai đó bám theo, ai cũng thấy lạnh toát sống lưng, không muốn nhắc lại nữa", 3
"Nhìn thấy cái bóng lướt qua, cả đám sợ khóc thét", 3
"Cô ấy rất sợ tiếng sấm", 3
"Khi đọc xong mẩu truyện ma, chúng tôi run rẩy không đứng vững, tim như muốn nhảy ra ngoài", 3
"tôi không dám thở mạnh sau khi xem xong bộ phim kinh dị đó, không bao giờ dám thử lại", 3
"Khi đọc xong mẩu truyện ma, tôi chỉ muốn khóc thét lên", 3
"Tôi luôn rùng mình khi thấy sự cô đơn 😱", 3
"Tôi bị ám ảnh bởi tiếng sấm", 3
"Khi đọc xong mẩu truyện ma, đứa bé nổi da gà toàn thân, quá ghê rợn", 3
"Tự nhiên con chó sủa ầm ĩ vào góc tường, tôi nín thở vì kinh hãi, không bao giờ dám thử lại", 3
"đứa bé hoảng loạn thực sự bước vào căn nhà hoang, thật ám ảnh", 3
"Mọi người không chịu nổi không gian hẹp", 3
"Tự nhiên con chó sủa ầm ĩ vào góc tường, ai cũng mất trí vì sợ, thật sự rất đáng sợ", 3
"Đứng trên tòa nhà cao tầng nhìn xuống, bạn tôi nổi da gà toàn thân, thật sự rất đáng sợ 😰", 3
"người ta tim đập thình thịch vừa tỉnh dậy giữa đêm không thấy ai, chỉ mong trời mau sáng", 3
"Lúc cửa sổ tự nhiên mở toang, anh ấy tim đập thình thịch, không bao giờ dám thử lại", 3
"Khi đọc xong mẩu truyện ma, cả đám thấy lạnh toát sống lưng", 3
"đứa bé thấy lạnh toát sống lưng bước vào căn nhà hoang, chạy thục mạng", 3
"Mọi người không chịu nổi côn trùng", 3
"Anh ấy bị ám ảnh bởi độ cao", 3
"bạn tôi hoảng loạn thực sự lúc đi dạo qua khu nghĩa trang, không bao giờ dám thử lại", 3
"Nhìn thấy cái bóng lướt qua, cô ấy thấy lạnh toát sống lưng 🥶", 3
"Nhìn thấy cái bóng lướt qua, ai cũng run rẩy không đứng vững", 3
"Chúng ta rất sợ ma quỷ", 3
"Cô ấy luôn rùng mình khi thấy côn trùng", 3
"Đứng trên tòa nhà cao tầng nhìn xuống, người ta thấy rợn tóc gáy 😱", 3
"Đứng trên tòa nhà cao tầng nhìn xuống, đứa bé tim đập thình thịch, mất ngủ cả đêm", 3
"Vừa nghe tiếng động lạ trên lầu, đứa bé tim đập thình thịch", 3
"người ta bủn rủn hết cả tay chân nghe tiếng khóc trẻ con giữa đêm, thật sự rất đáng sợ", 3
"Mọi người luôn rùng mình khi thấy không gian hẹp 👻", 3
"Chúng ta bị ám ảnh bởi tiếng sấm 😭", 3
"tôi mất trí vì sợ lúc đi dạo qua khu nghĩa trang, không bao giờ dám thử lại", 3
"Đang đi bộ thì nghe tiếng bước chân theo sát, người ta hoảng loạn thực sự, không muốn nhắc lại nữa", 3
"cả đám thấy lạnh toát sống lưng bước vào căn nhà hoang, không muốn nhắc lại nữa", 3
"Bọn mình rất sợ tiếng chó hú 😖", 3
"Tôi không chịu nổi độ cao", 3
"Mọi người cực kỳ hoảng sợ vì tiếng chó hú", 3
"Nghe tiếng khóc trẻ con giữa đêm, cả đám sợ xanh mặt, tim như muốn nhảy ra ngoài", 3
"Bước vào căn nhà hoang, em nổi da gà toàn thân, thật ám ảnh", 3
"tôi thấy rợn tóc gáy nghe tiếng khóc trẻ con giữa đêm, muốn ngất xỉu ngay lúc đó 😭", 3
"Sau khi xem xong bộ phim kinh dị đó, tôi sợ xanh mặt, chạy thục mạng 💀", 3
"Đi trong rừng sâu ngập sương mù, cả đám thấy lạnh toát sống lưng, quá ghê rợn", 3
"Tôi bị ám ảnh bởi không gian hẹp", 3
"Đang đi bộ thì nghe tiếng bước chân theo sát, em thấy lạnh toát sống lưng", 3
"anh ấy hoảng loạn thực sự sau khi xem xong bộ phim kinh dị đó, quá ghê rợn 👻", 3
"Tự nhiên con chó sủa ầm ĩ vào góc tường, chúng tôi run rẩy không đứng vững", 3
"người ta run rẩy không đứng vững nhìn thấy cái bóng lướt qua, không bao giờ dám thử lại", 3
"Cô ấy không chịu nổi những căn phòng trống", 3
"Lúc màn hình tivi tự nhiên xẹt nhiễu, người ta thấy rợn tóc gáy, không bao giờ dám thử lại 🫣", 3
"Lúc cửa sổ tự nhiên mở toang, đứa bé nín thở vì kinh hãi", 3
"Đi trong rừng sâu ngập sương mù, cô ấy hoảng loạn thực sự, mất ngủ cả đêm", 3
"Đi trong rừng sâu ngập sương mù, bạn tôi đứng hình mất 5 giây, quá ghê rợn", 3
"Khi đọc xong mẩu truyện ma, em nín thở vì kinh hãi, muốn ngất xỉu ngay lúc đó 😨", 3
"cả đám sợ hãi tột độ lúc cửa sổ tự nhiên mở toang, chạy thục mạng", 3
"Tôi cực kỳ hoảng sợ vì những tiếng động lạ", 3
"bạn tôi hoảng loạn thực sự bước vào căn nhà hoang, thật sự rất đáng sợ", 3
"Đi trong rừng sâu ngập sương mù, đứa bé nổi da gà toàn thân", 3
"chúng tôi chỉ muốn khóc thét lên lúc đi dạo qua khu nghĩa trang, không dám quay lại nhìn", 3
"Lúc ở nhà một mình, cả đám thấy rợn tóc gáy", 3
"Nghe tiếng khóc trẻ con giữa đêm, ai cũng thấy lạnh toát sống lưng", 3
"em sợ xanh mặt khi bị ai đó bám theo, tim như muốn nhảy ra ngoài", 3
"Chúng ta cực kỳ hoảng sợ vì độ cao 😭", 3
"Khi bị ai đó bám theo, cô ấy nín thở vì kinh hãi 😨", 3
"Cô ấy không chịu nổi những tiếng động lạ 😰", 3
